URI,prefLabel,Definition,Source
http://resource.geosciml.org/classifier/cgi/compositioncategory/ferruginous,Ferruginous,"Greater than accessory amount (greater than 5 percent by volume) of non-silicate iron minerals (hematite, magnetite, siderite...) are present. Rocks containing abundant iron-rich silicate minerals would use the 'Ferromagnesian' terms.",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/fluoride_chemistry,Fluoride chemistry,Fluorine is the most abundant (mole percent) anion,"Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/halide_chemistry,Halide chemistry,"One or more of halide group elements (F, Cl, Br, I) are most abundant (mole percent) anion","Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/high_silica_chemistry,High silica chemistry,Containing 65 percent or more SiO2 by weight. Syn acid.,"Struik2002, SLTTs2004, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/impure_calcsilicate_or_carbonate,Impure calcsilicate or carbonate,Material consists of greater than 50 percent calcsilicate or carbonate minerals and relative proportion of calcsilicate and carbonate minerals is unknown or not specified.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/intermediate_silica_chemistry,Intermediate silica chemistry,"Containing SiO2 in the range 52-65 percent, sometimes described as \intermediate\ rocks.","Struik2002, SLTTs2004, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/intraclastic,Intraclastic,Carbonate sedimentary material contains signficant intraclast content,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/iron_bearing_carbonate_chemistry,Iron-bearing carbonate chemistry,"CO3 is the predominant anion, and iron is greater than 5 mole percent of the cations (includes Fe, Mg, Mn, Ba, Sr, Ca...).",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/iron_rich_carbonate_chemistry,Iron-rich carbonate chemistry,"CO3 is the predominant anion, and iron is the most abundant (mole percent) cation",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/lithic,Lithic,"Sedimentary material contains significant detrital rock fragments derived by erosion from older, pre-existing rock materials",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/lithic_arkosic_detrital_mode,Lithic arkosic detrital mode,"Sandstone petrographic composition term indicating that detrital mode for clastic rock (Q-F-L) includes less than 75 percent quartz and the ratio of lithic fragments to feldspar is between 1:1 and 1:3. This corresponds to the lithic arkose field of Folk (1968), the 75 percent quartz boundary is chosen to be consistent with quartzsose composition as defined in the mineralogic compostion terms vocabulary. Because of the abundance of lithic fragments for which the mineralogic composition is not specified, and the presence of undiscernible matrix and cement that are not incuded in the detrital mode, corresondence with the mineralogical composition terms is very approximate.",Folk1968
http://resource.geosciml.org/classifier/cgi/compositioncategory/lithic_detrital_mode,Lithic detrital mode,"Sandstone petrographic composition term indicating that detrital mode for clastic rock (Q-F-L) includes less than 75 percent quartz and the lithic to feldspar ratio is greater than 3 to 1. This corresponds to the litharenite field of Folk (1968). Because the mineralogy of the lithic fragments is not constrained, the mineralogical composition is largely independent of the detrital mode composition for this class.",Folk1968
http://resource.geosciml.org/classifier/cgi/compositioncategory/lithic_rich_detrital_mode,Lithic rich detrital mode,"Sandstone petrographic composition term indicating that the ratio of lithic fragments to feldspar is greater than 1:1, and less than 75 percent quartz is present in the detrital mode. Because the mineralogy of the lithic fragments is not constrained, the mineralogical composition is largely independent of the detrital mode composition for this class.","Dott1964, Folk1968"
http://resource.geosciml.org/classifier/cgi/compositioncategory/low_silica_chemistry,Low silica chemistry,Containing SiO2 in the range 44-52 percent. Syn basic.,"Struik2002, SLTTs2004, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/mafic,Mafic,Material consists of greater than or equal to 40 percent and less than 90 percent ferromagnesian silicate minerals.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/magnesium_rich_carbonate_chemistry,Magnesium-rich carbonate chemistry,"CO3 is the predominant anion, and Mg is the most abundant (mole percent) cation.","Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/metallic_oxide_bearing,Metallic oxide bearing,Greater than accessory amounts (greater than 5 percent by volume) of base metal oxide minerals such as magnetite (Fe3O4) or pyrolusite (MnO2) are present.,"Struik2002, SLTTs2004, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/metaluminous,Metaluminous,"Chemical composition term used for igneous rocks, denoting that content of aluminum oxide is greater than sodium oxide plus potassium oxide, but aluminum oxide less than sum of Na, K and Ca oxide.",Shand 1947
http://resource.geosciml.org/classifier/cgi/compositioncategory/micaceous,Micaceous,Greater than accessory amount (greater than 5 percent by volume) of mica group mineral are present,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/mono_mineralic,Mono mineralic,Greater than 75 percent of the material consists of a single mineral species.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/monomictic,Monomictic,"Grains or clasts are composed of a single rock or mineral type (Jackson, 1997)",Jackson 1997
http://resource.geosciml.org/classifier/cgi/compositioncategory/monomineralic_carbonate,Monomineralic carbonate,Rock in which carbonate minerals form greater than 75 percent of rock.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/nitrate_chemistry,Nitrate (NO3) is most abundant (mole percent) anion.,Nitrate chemistry,"Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/other_composition,Other composition,Composition is known but doesn’t' fit in any other category,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/oxide,Oxide,Material predominantly composed of oxide minerals,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/pelitic,Pelitic,"Material for which the sum of modal quartz+feldspar+ mica + aluminous mineral is greater than or equal to 70 percent, and aluminous mineral + mica content is greater than or equal to 40 percent.",NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/peralkaline,Peralkaline,Aluminum oxide (Al2O3) is less than sum of K and Na oxide.,Shand 1947
http://resource.geosciml.org/classifier/cgi/compositioncategory/peraluminous,Peraluminous,"Aluminum oxide (Al2O3) greater than sum of Na, K and Ca oxide.",Shand 1947
http://resource.geosciml.org/classifier/cgi/compositioncategory/petroliferous,Petroliferous,"Crude oil or natural gas is present, generally in trace amounts, commonly detected by smell",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/phosphate_chemistry,Phosphate chemistry,Phosphate (PO4) is the most abundant (mole percent) anion.,"Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/phosphatic,Phosphatic,Greater than accessory amount (greater than 5 percent by volume) of phosphate minerals are present,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/polymictic,Polymictic,Grains or clasts are composed of many mineral or rock types,"Jackson, 1997, p. 501"
http://resource.geosciml.org/classifier/cgi/compositioncategory/quartz_feldspar_pelitic,Quartz-feldspar-pelitic,Material for which the sum of modal quartz+feldspar+ mica + aluminous mineral is greater than or equal to 70 percent.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/quartzo_feldspathic,Quartzo-feldspathic,"Material for which the sum of modal quartz+feldspar+ mica + aluminous mineral is greater than or equal to 70 percent, and quartz + feldspar (sensu Robertson, 1999) greater than 60 percent.",NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/quartzose,Quartzose,Material consists of greater than or equal to 75 percent quartz.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/quartzose_detrital_mode,Quartzose detrital mode,"Detrital mineral grains in a granular rock consist of greater than 95 percent quartz. This petrographic criteria follows the most restrictive definition of the composition field at the quartz vertex of the sandstone QFL triangle (Folk, 1968). This use of term quartzose is more restrictive that that used in the mineralogical composition term vocabulary, reflecting the interpretive significance of pure quartz sandstones in sedimentary petrology.","Folk1968, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/semi_pelitic,Semi-pelitic,"Material for which the sum of modal quartz+feldspar+ mica + aluminous mineral is greater than or equal to 70 percent, and quartz+ feldspar less than 60 percent",NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/silicate_chemistry,Silicate chemistry,"Composed of minerals whose crystal structure contains SiO4 tetrahedra, either isolated or joined through one or more oxygen atoms to form groups, chains, sheets or three-dimensional structures with metallic cations. Composition ranges from 20-100 percent SiO2. Typically some Al substitutues for silica. A survey of chemical analyses in the Georock database (query FOR ALL GEOLOGICAL SETTINGS, MATERIAL: WHOLE ROCK (AND VOLCANIC GLASS), PUB. YEARS: 2005-1970), 10/10/2005 statehttp://georoc.mpch-mainz.gwdg.de/georoc/Entry.html) discovered that the lowest silica (Si02) content for igneous rock is about 20 percent. This is consistent with the lowest silica content found for a silicate mineral is about 21 percent for a chlorite variety found by scanning the mineral analyses in Deerhowie, and Zussman (1966).","Neuendorf et al 2005, Struik 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/silicic,Silicic,"Greater than accessory amount (greater than 5 percent by volume) of silica, amorphous, as quartz, or any of the silica polymorphs are present",This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/sub_feldspathic_detrital_mode,Sub feldspathic detrital mode,"Sandstone petrographic composition term indicating that detrital mode for clastic rock (Q-F-L) includes less than 50 percent lithic fragments, between 75 and 95 percent quartz (thus less than 25 percent feldspar). This corresponds to the subarkose field of Folk (1968), the 75 percent quartz boundary is consistent with the quartzsose composition as defined in the mineralogic compostion terms vocabulary, but if more than a few percent 'matrix' or cement is present, this is not necessarily equivalent to the mineralogical composition term.",Folk1968
http://resource.geosciml.org/classifier/cgi/compositioncategory/sub_lithic_detrital_mode,Sub lithic detrital mode,"Sandstone petrographic composition term indicating that detrital mode for clastic rock (Q-F-L) includes more than 50 percent lithic fragments, between 75 and 95 percent quartz (thus less than 25 percent feldspar). This corresponds to the sublitharenite field of Folk (1968), the 75 percent quartz boundary is consistent with quartzsose composition as defined in the mineralogic compostion terms vocabulary.",Folk1968
http://resource.geosciml.org/classifier/cgi/compositioncategory/subaluminous,Subaluminous,Aluminum oxide within 10 percent of sum of Na and K oxide.,Shand 1947
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfate,Sulfate,Material predominantly composed of sulfate minerals,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfate_chemistry,Sulfate chemistry,Sulfate is the most abundant anion,"Struik etal 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfide,Sulfide,Material predominantly composed of sulfide minerals,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfide_bearing,Sulfide bearing,Greater than accessory amount (greater than 5 percent by volume) of sulfide mineral are present,This vocabulary
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfide_chemistry,Sulfide chemistry,"Sulfur is the most abundant anion, cations are metals or semimetals.","Neuendorf et al 2005, Struik 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/sulfosalt_chemistry,Sulfosalt chemistry,"Sulfide in which a semimetal (As, Sb, Bi) is present in a cation role","Neuendorf et al 2005, Struik 2002, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/ultramafic,Ultramafic,Material consists of greater than 90 percent ferromagnesian silicate minerals.,NADM SLTTm 2004
http://resource.geosciml.org/classifier/cgi/compositioncategory/very_low_silica_chemistry,Very low silica chemistry,"Containing between about 20 and 44 percent SiO2. A survey of chemical analyses in the Georock database (query FOR ALL GEOLOGICAL SETTINGS, MATERIAL: WHOLE ROCK (AND VOLCANIC GLASS), PUB. YEARS: 2005-1970), 10/10/2005 statehttp://georoc.mpch-mainz.gwdg. syn ultrabasic.","Struik2002, SLTTs2004, This vocabulary"
http://resource.geosciml.org/classifier/cgi/compositioncategory/volcanic_lithic,Volcanic lithic,"Sedimentary material contains significant broken volcanic rock fragments or vitric fragments, irrespective of their pyroclastic or epiclastic origin.",This vocabulary

