URI,prefLabel,Definition,Source
http://resource.geosciml.org/classifier/cgi/geneticcategory/metamorphic_metasomatic_or_hydrothermal_genesis,metamorphic metasomatic or hydrothermal genesis,"Formation predominantly by changes in chemical, mineralogical, or structural properties of rocks in response to chemical and physical conditions that have been imposed below the surface zones of weathering and cementation (diagenesis), and that differ from the conditions under which the rocks in question originated.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/metaplutonic_genesis,metaplutonic genesis,Formation by metamorphism of a plutonic igneous protolith.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/metasedimentary_genesis,metasedimentary genesis,Formation by metamorphism of a sedimentary protolith.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/metasomatic_or_hydrothermal_genesis,metasomatic or hydrothermal genesis,"Formation predominantly by open-system changes in chemical composition by reaction with an external source, typically involving chemical transport by a fluid medium flowing through the rock. Metasomatism typically involves introduction of chemical constituents into a rock volume.",based on Neuendorf et al 2005
http://resource.geosciml.org/classifier/cgi/geneticcategory/metavolcanic_genesis,metavolcanic genesis,Formation by metamorphism of an extrusive igneous protolith.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/plutonic_genesis,plutonic genesis,"Formation predominantly by crystallisation of magma far enough below Earth surface that complete crystallization of magma bodies forms holocrystalline medium to coarse grained igneous rock, wall rocks generally do not include volcanic products related to the magma, and some contact metamorphism is developed at intrusive contacts.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/regional_metamorphic_genesis,regional metamorphic genesis,"Formation predominantly by metamorphic processes affecting a large rock volume, associated with large-scale tectonic processes.","Smulikowski et al, 2003"
http://resource.geosciml.org/classifier/cgi/geneticcategory/sedimentary_genesis,sedimentary genesis,"Formation predominantly by processes of erosion, mass wasting, transportation, deposition, precipitation and biogenic production that take place in Earth’s hydrosphere and atmosphere.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/subaerial_extrusive_genesis,subaerial extrusive genesis,Formation predominantly by crystallisation of magma either in the open air or immediately adjacent to the land surface.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/subaqueous_extrusive_genesis,subaqueous extrusive genesis,Formation predominantly by crystallisation of magma under water or ice.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/volcaniclastic_genesis,volcaniclastic genesis,Formation by a combination of extrusive igneous activity and sedimentary transport and deposition.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geneticcategory/weathering_genesis,weathering genesis,"Formation predominantly by the physical, chemical or biological alteration of rock or sediment at or near the Earth surface, connotes involvement of processes related to the atmosphere (weather...).",This vocabulary
http://resource.geosciml.org/classifierscheme/cgi/201202/geneticcategory,CGI Genetic Category vocabulary,"This file contains the CGI Genetic Category vocabulary. Categories that summarize the geologic history of an Earth material. (ie, a genetic process classifier term). Examples include igneous, sedimentary, metamorphic, shock metamorphic, volcanic, pyroclastic.@en .","2009-12-07 SMR Update metadata properties for version, creator, title, and format.  Change skos:HistoryNote to  for information on origin of terms and definitions.@en "
