URI	prefLabel	Definition	Source
http://resource.geosciml.org/classifier/cgi/particletype/material_fossil	material fossil	"The preserved remains or replaced remains (casts) of plants and animals. A fossil type may have one or more described associated organisms. If particle type is materialFossil, an additional type property element may provide a reference to a Paleontologic description of the fossil."	GeoSciML v2 RC1 model element scope note
http://resource.geosciml.org/classifier/cgi/particletype/miarolitic_cavity	miarolitic cavity	An irregular cavity in a phaneritic igneous rock into which small crystals of the rock-forming minerals protrude.	Neuendorf et al 2005
http://resource.geosciml.org/classifier/cgi/particletype/microlite	microlite	Constituent occurs as minute incipient crystals that display some birefringence in thin section.	"Williams, Turner, Gilbert 1954"
http://resource.geosciml.org/classifier/cgi/particletype/mineral_clast	mineral clast	An epiclast that is composed of a single mineral.	NADM SLTTs 2004
http://resource.geosciml.org/classifier/cgi/particletype/nodule	nodule	"An irregularly rounded mass of a mineral or mineral aggregate normally having a warty or knobby surface and no internal sructure, usually with a contrasting composition from the enclosing sediment or rock matrix in which it is embedded, and that can be separated as a discrete mass from the host material. Igneous nodules should be classified as 'Igneous inclusions'."	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/particletype/oncoid	oncoid	"A '...coated grain with a cortex of irregular, partially overlapping laminae. They are typically irregular in shape and may exhibit biogenic structures. Some forms lack a distinct nucleus. Oncoids are generally larger than 2 mm.' (Hallsworth and Knox, 1999, p. 27). Synonymous with oncolite: A small, variously shaped, concentrically laminated, calcareous sedimentary structure, resembling an oolith, and formed by the accretion of successive layer[s]... It...generally does not exceed 10 cm in dimension. (Jackson, 1997, p. 446)."	"Jackson 1997, Hallsworth and Knox 1999"
http://resource.geosciml.org/classifier/cgi/particletype/ooid	ooid	"A general, nongenetic term for a particle that resembles an oolith in outer appearance and size- (Jackson, 1997, p. 447). Hallsworth and Knox (1999, p. 27) describe ooids as coated grains that typically are spherical or ellipsoidal in shape, with the degree of roundness increasing outward. Concentric to semi-concentric coats are smoothly and evenly laminated. A nucleus usually is present, and may have a composition different from the coatings. Biogenic structures are not obvious. NADMSC SLTTs (2004) considers synomous with oolith."	"Jackson1997, Hallsworth and Knox 1999"
http://resource.geosciml.org/classifier/cgi/particletype/orb	orb	"igneous constituent typically mafic, equant rounded spheroid with concentric mineralogic banding"	this vocabulary
http://resource.geosciml.org/classifier/cgi/particletype/paleoblast	paleoblast	"A crystal or remnant of a crystal that is older than other mineral grains in the rock, especially in metamorphic rocks"	Neuendorf et al. 2005
http://resource.geosciml.org/classifier/cgi/particletype/paramorph	paramorph	a pseudomorph with the same composition as the original crystal (eg: calcite after aragonite)	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/particletype/peloid	peloid	"a usually rounded aggregate of clay-sized calcareous (micritic) material, origin and size is not specified"	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/particletype/pisoid	pisoid	"A round or ellipsoidal accretionary body resembling a pea in size and shape.... A pisoid...is larger and less regular in form than an ooid, although it may have the same concentric and/or radial internal structure (Jackson, 1997, p. 489)."	"NADM SLTTs 2004, Jackson 1997"
http://resource.geosciml.org/classifier/cgi/particletype/pore_space	pore space	Open space between particles in a granular aggregate	"Neuendorf et al 2005, this vocabulary"
http://resource.geosciml.org/classifier/cgi/particletype/pseudomorph	pseudomorph	"Constituent particle that has the outward form of a mineral species or particle type, but the original minerals composing the particle have been altered or replaced by different minerals, a secondary mineral whose outward crystal form has been inherited from the orignal mineral it has replaced"	"Neuendorf et al. 2005, Spry 1969, Fettes and Desmons, 2007"
http://resource.geosciml.org/classifier/cgi/particletype/pyroclast	pyroclast	"An individual particle ejected during a volcanic eruption. (Jackson, 1997, p. 521). Clast whose origin is a direct result of volcanic process (excludes fragments in lava autobreccia) and has not been reworked by sedimentary processes (Gillespie and Styles 1999)."	"NADM SLTTs 2004, Jackson, 1997, Gillespie and Styles 1999"
http://resource.geosciml.org/classifier/cgi/particletype/reworked_pyroclastic_fragment	reworked pyroclastic fragment	Fragment formed as a direct result of volcanic activity and reworked by sedimentary processes.	Gillespie and Styles 1999
http://resource.geosciml.org/classifier/cgi/particletype/schlieren	schlieren	"a tabular body, generally a few cm to a few metres long, within a plutonic rockhaving different mineral proportions and colour to the surrounding rock"	GGIPAC
http://resource.geosciml.org/classifier/cgi/particletype/shard	shard	"a vitric fragment in pyroclastic rocks, often with a characteristically curved surface of fracture. Shards generally consist of bubble-wall fragments produced by disintegration of pumice during or after an eruption"	GGIPAC
http://resource.geosciml.org/classifier/cgi/particletype/solid_constituent_particle	solid constituent particle	"Particle is defined as a \General term, used without restriction as to shape composition or internal structure, for a separable or distinct unit in a [compound material].\ (Neuendorf et al, 2005). Unclassified solid constituent in a compound material. Note that the term particle has no size denotation as used here."	Neuendorf et al 2005
http://resource.geosciml.org/classifier/cgi/particletype/spherule	spherule	"a rounded or spherical mass of acicular or fibrous mineral, generally in glassy siliceous lava."	"Williams, Turner, Gilbert 1954"
http://resource.geosciml.org/classifier/cgi/particletype/syngenetic_nodule	syngenetic nodule	"Particle formed by chemical precipitation at sediment-water interface, lacking layered structure that characterizes coated grains. Includes glauconite grains, manganese nodules, phosphate grains. Manganese nodule--\An irregular, black to brown, friable"	"NADM SLTTs 2004, Jackson 1997"
http://resource.geosciml.org/classifier/cgi/particletype/syngenetic_particle	syngenetic particle	"A type of nonbiogenic particle formed by in situ or intrabasinal physical-chemical-mechanical processes without the direct biochemical activity of organisms, penecontemporaneously with sediment accumulation or during diagenetic modification."	NADM SLTTs 2004
http://resource.geosciml.org/classifier/cgi/particletype/variole	variole	"Spherulitic cluster of crystals in mafic rock, usually consists of divergent plagioclase fibers, with or without interstitial glass, or intergrown with granules of pyroxene, olivine or iron ore. (equivalent to Spherule, but in mafic rock)"	"Williams, Turner, Gilbert 1954"
http://resource.geosciml.org/classifier/cgi/particletype/ventrifact	ventrifact	"A granular particle that has been shaped, worn, faceted, cut or polished by the action of windblown sand."	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/particletype/vesicle	vesicle	Cavity in volcanic rock formed by trapped gas. Use amygdule if filled with secondary mineral.	Neuendorf et al 2005
http://resource.geosciml.org/classifier/cgi/particletype/vug	vug	"Irregular cavity in rock, generic term with no connotation of origin of cavity. May be lined with crystals of different mineral compostion to the host rock"	Neuendorf et al 2005
http://resource.geosciml.org/classifier/cgi/particletype/xenocryst	xenocryst	"A crystal that resembles a phenocryst in an igneous rock, but that is foreign to the rock in which it occurs"	"Neuendorf et al., 2005"
