URI	prefLabel	Definition	Source
http://resource.geosciml.org/classifier/cgi/eventprocess/diagenetic_process	diagenetic process	"Any chemical, physical, or biological process that affects a sedimentary EarthMaterial after initial deposition, and during or after lithification, exclusive of weathering and metamorphism. [adapt. Jackson, 1997] Example processes include compaction, cementation, authigenesis, replacement, leachinghydration, and bacterial action. Includes processes that are normal in the surficial or outer part of the earth?s crust [Jackson, 1997]. Changes in a deeply buried sedimentary rock may be continuous from diagenesis into recrystallization to form a metamorphic rock. Robertson [1999] defines the boundary between diagenesis and metamorphism in sedimentary rocks as follows: \the boundary between diagenesis and metamorphism is somewhat arbitrary and strongly dependent on the rock types involved. For example changes take place in organic materials at lower temperatures than in rocks dominated by silicate minerals. In mudrocks, a white mica (illite) crystallinity value of less than 0.42D.2U obtained by X-ray diffraction analysis, is used to define the onset of metamorphism (Kisch, 1991). In this scheme, the first appearance of glaucophane, lawsonite, paragonite, prehnite, pumpellyite or stilpnomelane is taken to indicate the lower limit of metamorphism (Frey and Kisch, 1987, Bucher and Frey, 1994, Frey and Robinson, 1998). Most workers agree that such mineral growth starts at 150 ñ 50ø C in silicate rocks. Many rock types may show no change in mineralogy under these conditions and hence the recognition of the onset of metamorphism will vary with bulk composition.\"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/diffusion_creep	diffusion creep	"Grain-scale, ductile deformation accomplished by the motion of atoms through crystals, along grain boundaries, and through pore fluids."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/dislocation_metamorphism	dislocation metamorphism	Metamorphism concentrated along narrow belts of shearing or crushing without an appreciable rise in temperature	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/dissolution	dissolution	"The process of dissolving into a homogenous solution, as when an acidic solution dissolves limestone. In karst, refers to the process of dissolving rock to produce landforms, in contrast to solution, the chemical product of dissolution."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/dissolution_creep	dissolution creep	Deformation by dissolution under the effects of differential stress and its transport to a new location by movement of fluid in the rock body.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/ductile_flow	ductile flow	deformation without apparent loss of continuity at the scale of observation.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/effusive_eruption	effusive eruption	Eruptions characterized by low volatile content of the erupting magma relative to ambient pressure	"Orton, G.J., 1996. Volcanic environments. 485-567 in Readingh.G. (ed.), Sedimentary Environments: Processes, Facies and Stratigraphy, Third Edition. Blackwell Science, Oxford"
http://resource.geosciml.org/classifier/cgi/eventprocess/erosion	erosion	"The process of disaggregation of rock and displacement of the resultant particles (sediment) usually by the agents of currents such as, wind, water, or ice by downward or down-slope movement in response to gravity or by living organisms (in the case of bioerosion)."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/eruption	eruption	"The ejection of volcanic materials (lava, pyroclasts, and volcanic gases) onto the Earth's surface, either from a central vent or from a fissure or group of fissures"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/excavation	excavation	"removal of material, as in a mining operation"	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/extinction	extinction	"Process of disappearance of a species or higher taxon, so that it no longer exists anywhere or in the subsequent fossil record."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/faulting	faulting	"The process of fracturing, frictional slip, and displacement accumulation that produces a fault"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/folding	folding	deformation in which planar surfaces become regularly curviplanar surfaces with definable limbs (zones of lower curvature) and hinges (zones of higher curvature).	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/fracturing	fracturing	The formation of a surface of failure resulting from stress	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/frost_shattering	frost shattering	"Propagation of fractures due to expansion of freezing water in intergranular spaces and fractures in a rock body. Result is mechanical disintegration spliitting, or breakup of rock."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/geologic_process	geologic process	process that effects the geologic record	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/geomagnetic_process	geomagnetic process	process that results in change in Earth's magnetic field	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/grading	grading	leveling of earth surface by rearrangement of prexisting material	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/haloclasty	haloclasty	"propagation of fractures in rock due to crytallization of mineral salts (typically sodium chloride) from interstitial water, or volumetrick expansion of salts in capillaries, or hydration pressure of interstitial, trapped salts. Generally results in mechanical disintegration of the rock surface."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/hawaiian_eruption	hawaiian eruption	"Eruption in which great quantities of extremely fluid basaltic lava are poured out, mainly issuing in lava fountains from fissures on the flanks of a volcano. Explosive phenomena are rare, but much spatter and scoria are piled into cones and mounds along the vents. Characteristic of shield volcanoes"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/human_activity	human activity	processes of human modification of the earth to produce geologic features	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/hydration	hydration	"The process of absorption of water into the crystal structure of a mineral, thereby changing its volume and fracturing and loosening grains"	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/hydrolysis	hydrolysis	"A decomposition reaction involving water. In geology, it commonly indicates reaction between silicate minerals and either pure water or aqueous solution. In such reactionsh"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/ice_erosion	ice erosion	Erosion by corrasion or plucking by moving ice.	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/intrusion	intrusion	The process of emplacement of magma in pre-existing rock	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/magmatic_crystallisation	magmatic crystallisation	"The process by which matter becomes crystalline, from a gaseous, fluid, or dispersed state"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/magmatic_process	magmatic process	A process involving melted rock (magma).	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/magnetic_field_reversal	magnetic field reversal	geomagnetic event	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/mass_wasting	mass wasting	"the dislodgement and downslope transport of soil and rock material under the direct application of gravitational body stresses. In contrast to other erosion processes, the debris removed by mass wasting is not carried within, on, or under another medium. The mass properties of the material being transported depend on the interaction of the soil and rock particles and on the moisture content."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/mass_wasting_deposition	mass wasting deposition	"A general term for the dislodgement and downslope transport of soil and rock material under the direct application of gravitational body stresses. In contrast to other erosion processes, the debris removed by mass wasting is not carried within, on, or under another medium. The mass properties of the material being transported depend on the interaction of the soil and rock particles and on the moisture content. Mass wasting includes slow displacements, such as creep and solifluction, and rapid movements such as rockfalls, rockslides, and cohesive debris flows (Jackson, 1997, p. 392). Includes both subaerial mass-wasting processes and subaqueous mass-wasting processes."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/material_transport_and_deposition	material transport and deposition	"transport and heaping of material, as in a land fill, mine dump, dredging operations"	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/mechanical_deposition	mechanical deposition	"process by which material that is being transported as particles by moving air, water, ice, or other fluid comes to rest and accumulates."	NADM SLTTs 2004
http://resource.geosciml.org/classifier/cgi/eventprocess/melting	melting	change of state from a solid to a liquid	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/metamorphic_process	metamorphic process	"Mineralogical, chemical, and structural adjustment of solid rocks to physical and chemical conditions that differ from the conditions under which the rocks in question originated, and are generally been imposed at depth, below the surface zones of weathering and cementation."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/meteorite_impact	meteorite impact	the impact of a meteorite on the surface of the earth	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/microfracturing	microfracturing	Development of fractures within a single grain or cutting several grains.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/obduction	obduction	The overthrusting of continental crust by oceanic crust or mantle rocks at a convergent plate boundary.	"Neuendorf et al., 2005, http://en.wikipedia.org/wiki/Obduction, Coleman, R. G., 1971, Plate tectonic emplacement of upper mantle peridotites along continental edge: J.Geophys. Res., v75, p1212-1222."
http://resource.geosciml.org/classifier/cgi/eventprocess/organic_accumulation	organic accumulation	"sediment accumulation of biologically produced organic material, as in bog, coal swamps."	
http://resource.geosciml.org/classifier/cgi/eventprocess/orogenic_process	orogenic process	mountain building process.	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/eventprocess/oxidation	oxidation	"Chemical reaction that involve stripping of electrons from cations. Typicall reactions include converting sulfide minerals to oxide minerals, or increasing the oxidation state of cations in existing oxide minerals. The most commonly observed is the oxidation of Fe"	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/partial_melting	partial melting	"Process of melting involving only some of the mineral phases in a rock, to produce a mixture of melt and residual particles."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/physical_weathering	physical weathering	"The process of weathering by which frost action, salt-crystal growth, absorption of water, and other physical processes break down a rock to fragments, involving no chemical change"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/plinian_eruption	plinian eruption	"An explosive eruption in which a steady, turbulent stream of fragmented magma and magmatic gas is released at a high velocity from a vent. Large volumes of tephra and tall eruption columns are characteristic"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/polar_wander	polar wander	process of migration of the axis of the earth's dipole field relative to the rotation axis of the Earth.	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/pressure_release_weathering	pressure release weathering	propagation of fractures near the surface of solid rock due to expansion related to release of confining pressure when deeply buried rock is unroofed. Fractures typically propagate along surfaces close to and subparallel to the surface of the outcrop.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/pyroclastic_eruption	pyroclastic eruption	"Eruption produced by the generation and rapid expansion of a gas phase that disrupts magma, surrounding wall rock or sediment"	"Orton, G.J., 1996. Volcanic environments. 485-567 in Readingh.G. (ed.), Sedimentary Environments: Processes, Facies and Stratigraphy, Third Edition. Blackwell Science, Oxford"
http://resource.geosciml.org/classifier/cgi/eventprocess/rifting	rifting	"Extension of the crust to form one or more long, narrow graben of regional extent."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/sea_level_change	sea level change	process of mean sea level changing relative to some datum	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/sea_level_fall	sea level fall	process of mean sea level falling relative to some datum	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/sea_level_rise	sea level rise	process of mean sea level rising relative to some datum	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/sedimentary_process	sedimentary process	a phenomenon that changes the distribution or physical properties of sediment at or near the earth's surface	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/shearing	shearing	"A deformation in which contiguous parts of a body are displaced relatively to each other in a direction parallel to a surface. The surface may be a discrete fault, or the deformation may be a penetrative strain and the shear surface is a geometric abstraction."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/speciation	speciation	process that results inappearance of new species	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/spreading	spreading	A process whereby new oceanic crust is formed by upwelling of magma at the center of mid-ocean ridges and by a moving-away of the new material from the site of upwelling at rates of one to ten centimeters per year.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/strombolian_eruption	strombolian eruption	"Eruption characterized by jetting of clots or \fountains\ of fluid, basaltic lava from a central crater"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/subduction	subduction	The process of one lithospheric plate descending beneath another	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/tectonic_process	tectonic process	Processes related to the interaction between or deformation of rigid plates forming the crust of the Earth.	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/thermal_shock_weathering	thermal shock weathering	propagation of fractures near the surface of solid rock due to expansion and contraction caused by temperature changes. Fractures typically propagate along surfaces close to and subparallel to the surface of the outcrop.	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/traction_saltation_or_suspension_deposition	deposition from moving fluid	"Deposition of sediment from moving water or air, in which the sediment is transported by entrainment in the moving fluid. Constrast with debris flow or turbidity current deposition in which movement of fluid/sediment mixture is due to incorporation of sediment in fluid."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/transform_faulting	transform faulting	"A strike-slip fault that links two other faults or two other plate boundaries (e.g. two segments of a mid-ocean ridge). Transform faults often exhibit characteristics that distinguish them from transcurrent faults: (1) For transform faults formed at the same time as the faults they link, slip on the transform fault has equal magnitude at all points along the transform, slip magnitude on the transform fault can exceed the length of the transform fault, and slip does not decrease to zero at the fault termini. (2) For transform faults linking two similar features, e.g. if two mid-ocean ridge segments linked by a transform have equal spreading rates, then the length of the transform does not change as slip accrues on it."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/turbidity_current_deposition	turbidity current deposition	"Deposition from a turbulent, low concentration sediment-water mixture."	Postma 1986 Geology v. 14 p291-294
http://resource.geosciml.org/classifier/cgi/eventprocess/vulcanian_eruption	vulcanian eruption	"Eruption characterized by the explosive ejection of fragments of new lava, commonly incandescent when they leave the vent but either solid or too viscous to assume any appreciable degree of rounding during their flight through the air. With these there are often breadcrust bombs or blocks, and generally large proportions of ash"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/eventprocess/water_erosion	water erosion	Erosion by clast impact or plucking by moving liquid water	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/weathering	weathering	"The process or group of processes by which earth materials exposed to atmospheric agents at or near the Earth's surface are changed in color, texture, composition, firmness, or form, with little or no transport of the loosened or altered material. Processes typically include oxidationhydration, and leaching of soluble constituents."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventprocess/wind_erosion	wind erosion	Erosion by clast impact or plucking by moving air (wind)	this vocabulary
